text,category
"
Hi,   About four years ago I was diagnosed as having Post Traumatic Stress Disorder as a result of a series of unpleasant incidents to do with my work.     About two years into that, my husband developed brain tumours and became progressively more ill.   My poor man died late last year.    Prior to his death, I had treatment for the PTSD paid for by the workplace insurers through WorkCover rules and regulations.   Several types of treatment were tried and though no doubt good for others, they were not effective for me, or caused other issues.   I have since seen items on the use of Neurofeedback for PTSD, including a military study showing high effective outcomes, and an item on Catalyst indicating good results for a traumatised migrant male.    My question is, does anyone have any experience of the effectiveness of this type of treatment, and where were they able to access it?      I'm in an isolated country area, so any treatment means having to travel, with all the costs that entails.      Thanks,  I wish all of you the best possible future.     PhoebeEmily 
",Grief
"
Hi I lostmy daughter Ashleigh, August 7th 2009.. And I still struggle with overwhelming grief without her.. Flashbacks of that day..
she was born with a congenital heart condition, had 4 open heart ops.. And lots of hospital stays in her 16yrs.. She was a little fighter... And 09 her health went down hill with pulmonary hypertension, and she was looking aga heart lung transplant.. It was such a shock! She decided to do all tests for transplant.. And it was then we realised her pacemaker was getting close to being replaced.. And they weren't wrong.. A week later we were back and waiting for adr and anethasist to do her surgery.. Took 2 wks before they did it, and she got so much sicker waiting...I walked up with her to the theatre.. She was so looking forward to feeling better.. As she lay there, I mouthed to her, I LOVE YOU.. She nodded at me with a smile on herf face.. It was only 20 mins later we got called back, because they were trying to revive her.. Complications with surgery and the hypertension... They managed to revive her.. And she went up to icu.. 
They had stabilised her and our dr said they were going to let her sleep over wkend.. But when we went in the nurses were till weaning her off, and slowly waking her!! The icu dr had not relayed anything of what ourdr had said.l.. And then when they did her obs, she got startled and things were beeping everywhere!! I was telling her I was there with her... And then they sent me out..6pm we lost our beautiful Ash... We miss her so much,and some days I really struggle... I haves great husband, a a great faith, but some days it's not enough!!! I wishi could of taken her place..I dontbelieve she's in heaven watching over me, and I hate it when people say that.. Because really, if Ash saw how much we were suffering, and how much she was missing, she would be devastated....  How do any of you out there cope.. Any help would be greatly appreciated.
 Toni
",Grief
"
Hi!
My parents are in their late 50's. They are in good health and there is no reason I believe they will be passing sooner rather than later. 
However, I worry about how I will deal with their eventual death. I have a history of depression and anxiety, and my folks have been a huge support. I'm concerned that losing them would be a huge blow and I would struggle to cope with their loss. 
Does anyone have any tips for how to prepare for the death of loved one's? More so, in the long term. If you have lost a loved one, was there anything in particular you struggled with, or wish you'd come to be aware of sooner?
 Cheers!
",Grief
"
I am 32, with a wife and 18 month old son which I love very much. Just over 2 years to the day I lost my father unexpectingly. Loneliness, grief, sadness, longing are all emotions I feel every day. 2 years has passed and things don't seem to get any easier. I know nothing will change and I can't bring it back but I need to move forward to help, support and love my family.
I finally found the courage and saw a counsellor. The first few visits have been productive and helpful and I will continue for a few more visits. I hope my lack of communication, distancing myself and troubles have not caused a divide in my relationship with my wife that can't be fixed. Although seeing a counsellor has been productive I wish I could share my feelings and thoughts with my family as they are my life.
I have written this to share my thoughts rather than keep them to myself and am not specifically after any feedback.
",Grief
"
Hello everyone :)
Hopefully I won't bore you, I'll make it brief...
My Dad passed suddenly a few years ago and I don't think I've been the same since.  I miss him terribly, and even though the raw feelings of grief have eased, I have this constant nagging fear that I'm just waiting for the other shoe to drop - so to speak.  Who's next?  What's next?  Since my Dad passed I have been the primary carer for my Mum, whom I love dearly.  I am so worried about her, all the time.  Has she taken her medication?  Has she had a fall?  My husband is wonderful, he's my rock. We don't have kids (we are unable to) and I worry about him, all the time.  Is he ok?  Has he been in accident?  I love my pets so  much.  Unfortunately, they are elderly now too and I worry about them, all the time.  Will they be alive when I get home?  My job involves caring for the elderly with disabilities.  That in itself is stressful.  
The time before my Dad passed now seems like a distant, foggy memory.  Even though I've always had social anxiety, I'm pretty sure I used to be happy quite a bit and maybe even carefree at times.  Now, I dread getting out of bed.  I don't have any close friends, and I hardly ever hear from my 2 sisters.  Rarely a day passes when I'm not on the verge of tears.  I don't have any motivation.  I feel like I'm not living, just existing, waiting for the next inevitable tragedy.  
I hope someone reading this can understand, as I've almost given up hope that my life will ever be any different.
Thank you for taking the time to read my story :) 
 
 
",Grief
"
This will probably seem really stupid to most people but my dog is getting old and I find myself dwelling on what to do if she dies. She was recently diagnosed with a mid-range heart murmur soI now worry about her all of the time, I don't want to lose her, I just want her to live forever and be with me in my life.  My dog is so much to me and I can't imagine what my life would be like without her in it.  I adopted her two years ago and my depression has been much better with her in my life, she makes me happy and I love her so much, she is just like this burst of joy that I was lucky enough to have come into my life, I still can't believe I was so lucky that noone else wanted her and I was able to have her, I feel like she was meant to be with me and I was meant to be with her.  Even when she is just sitting beside me having a snooze, like now, I feel 100% better, I don't know what to do if she dies or how to cope with losing her.  I don't know if I should bury her or have her cremated, I worry about  what bad things may happen to her soul if she is buried or cremated. Not sure if anyone can help.
",Grief
"
... But let it be. Horatio, I am dead; Thou livest; report me and my cause aright To the unsatisfied.
Never believe it:
I am more an antique Roman than a Dane:Here's yet some liquor left.   

As thou'rt a man,
Give me the cup: let go; by heaven, I'll have't.
O good Horatio, what a wounded name,
Things standing thus unknown, shall live behind me!
If thou didst ever hold me in thy heart
Absent thee from felicity awhile,
And in this harsh world draw thy breath in pain,
To tell my story. 
Hamlet
For those who follow these post, you might know that my dear son Nick hastened into this god night. Well, it is now almost 6 months ago, but only last night. 
But I feel cursed. Suicide seems a family trait.My father. my son, others. These past few months have been as bad as you can imagine. Oh, I have a few supportive friends, a partner who tolerates and cares for me in equal measure and doctors who are wise in when to express sympathy and when to challenge. Most others are useless. My bosses way of support was to advise that they didn't feel I'm ""a good fit"" at this time. I little cared. We maddies are use to platitudes. 
 Anyway, I'm posting this by way of reassuring BB online monitors, who I feared interpreted a previous post that I may be suicidal. To praraphrase one of my favourite TV shows Sling and Arrows, when the lead character Geoffory Tennant is ask by a Police Officer after a pub brawl if he is a suicide risk, he quibs ""isn't everybody"" But for myself,I'm more like Haratio than Hamlet. I wish I wasn't. And there are never gurrantees. My doctor finds it acceptable that I've no wish to add to his gallery of the dead but it is a professional hazard.  He sort to reassure me that my father and son would have been in a dissociatiated state when they died. I'm not completely convinced. I certainly reserve it for myself to die I chose clear headed. But we have a safety plan; I report in, take my medication, follow advice and stay away from dangerous locations.
I find solance is Ophelia's lament. ""And
will he not come again?
And
will he not come again?
No,
no, he is dead:
Go
to thy death-bed:
He
never will come again.
His
beard was as white as snow,
All
flaxen was his poll:
He
is gone, he is gone,
And
we cast away moan:
God
ha' mercy on his soul!
And
of all Christian souls, I pray God. God be wi' ye."" 
Anyway, allow me m pain. It tells me Nick was alive and I loved him. Its my journey and I would wish anyone else to join me.


 
.  
 
",Grief
"
My dad passed away on 26th may. I had a post that both parents where in hospital and was getting help from jacko and mary. Now i cant find my post. 
",Grief
"
Hi there,1 month ago, I lost my grandfather to cancer. It was sad, but it was his time and the family has accepted this loss and is moving forward, last week I lost my cousin who was 33 and fit as a fiddle, He leaves behind his 2 year old baby girl and a pregnant wife with their unborn child. The day after I found out about my cousin, who I spent countless days and nights playing with when younger, my girlfriend broke up with me. She said she didnt want to be in a relationship, and that was that. It happened so quickly and there has been no closure. Whats even worse, she did it over the phone and ultimately, via a text message. I have borken off all contact, but she hasnt attempted to msg me in over a week now. So its not looking good. 
 
",Grief
"
My depression started 22yrs ago with the death of my first son but it wasn't diagnosed until the following year when I had twins and the doctor thought it was post natal depression. I have been taking anti depressants ever since and can't go off them as I plummet down to the depths of despair if I try. I have a chemical imbalance in my brain so need the pills to fix it.
10 yrs ago my beloved husband was taken by cancer and I died that day too. I was left with 10 yrs old twins to raise so I put my life on hold making sure they were ok. In 2010 I decided to start dating again and had 2 disasters.
the first was still married and the second turned out to be a serial conman who took me for $20000. I will never trust any man again.
my son has been a very troubled boy since his dad died. He smoked weed but got off it but substituted it with alcohol. He's now lost his driving licence on 1 yr probation and has to do 40 hrs community service. He still hasn't learnt a lesson thought and goes out boozing all the time. He'll end up in jail one day.
i am so very lonely and sad all the time. I force myself to go out but don't enjoy anything. I sit alone at night crying and long to be with my husband again. I would've thought I would be past this by now but it doesn't pass. I guess I just learnt to live with it. It doesn't SMTP me being lonely though. I don't have anyone to talk to as my family and friends live 16000 miles away on the other side of the world.
i know I need help to feel better. Nobody knows about this. It's my secret. Everyone thinks I'm a strong woman but alone I'm a wreck. Can you pls help?
",Grief
"
I am so sad.  Two months ago I lost my partner and my best friend to Epilepsy two months ago.  He knew how much he was loved everyday I told him, but miss him so much.  Life is so hard.
 
",Grief
"
I must have walked under a ladder with a black cat on Friday the 13th.  Since 2007 my life has been one setback after another.  My sister-in-law passed away from cancer early that year at the young age of 51.  Later that year, my husband and I separated after 35 years together.  We had grown apart and no longer made each other happy.  I retained the marital home in our financial settlement.  Our separation was very amicable and we remained good friends.  I continued to work four days a week until in 2008 a change in administration had me answerable to the supervisor from hell.  She made my life miserable in a job I had held happily and successfully for 17 years.  I tried to battle through this but it was soul-destroying.  In 2009 my son went on an extended overseas holiday and he is now a resident of Canada.  I miss him terribly.  In 2010 my husband announced that he had a new 'companion'.  This news was hard for me to hear, but I knew one of us would eventually move on.  He went overseas with her and on his return, told me that he was having some health issues.  He was diagnosed with bowel cancer and passed away in early 2012.  He left his estate to our children.  I was not a beneficiary.  Later that year, my working life had become intolerable.  I walked out and ended up in a doctor's office shaking with anxiety.  I was granted sick leave which then extended into leave without pay until I was forced to relinquish my position at the end of 2014.  Since then I have been doing a little casual work and with my savings dwindling, have resorted to Centrelink for help.  At the age of 61 - 5 1/2 years too young for the aged pension, I am now on New Start allowance and am looking for work.  The problem is, I am so depressed about my situation that I don't even want to get out of bed!  I do not want to burden my family with my problems.  I am embarrassed and ashamed that my life has come to this.  To top it all off, I have now discovered that I have termites in my house which is my only asset.  I know there are people out there who are worse off than me but I can't see any light at the end of the tunnel and I just wish the Earth would swallow me up.  I adore my two children and don't want to cause them any pain....they are the only bright light in my life.  Please help me!!!  How can I rise above this?????beyondblue's clinically-trained moderators often work offline (invisible to you) on issues relating to suicide or self-harm. At the same time, general supportive comments from the community are encouraged. If you have concerns around suicide or self-harm, please phone our support service on 1300 22 4636.
",Grief
"
My son took
his own life not long after the New Year. 
He was 22 years of age. As a child he was diagnosed as having ADHD and
later this was clarified as Asperger's syndrome.  He was to experience learning difficulties,
his parents’ divorce, his mother dying much too soon, having to take what work
might be offered and various tribulations of life.
As you can
imagine I miss his more than be imagined. I have other children whom I need to
be available for. My friends and partner, and my own medical professionals have
sought to help me. I take each day as it comes, but with each day the
realisation that my son is gone.
This is not what I want to talk about. But the context. What keeps
distressing me is every time I see some article in the newspaper or professional
journal asserting that suicide among young people is getting worse. Only this
week, I felt anger when I heard a welfare professional on the radio claim that young people were more likely to kill themselves
than die in a car crash. I wanted to
yell at them that there has
been a fantastic improvement in reducing suicides, but even more dramatically
reduction in road fatalities.
 
My partner thinks this anger is just my sense of grief.
My doctor nods wisely advising that we know folk twist things to get media
attention. I’m still left with my anger. I have told my doctor that I was responsible
for keeping my son safe. My doctor at least offers I would feel like that,
instead of most folk lamely say I did the best I could. Even if I did, he is
still dead.
 
My son sought
medical advice on his own initiative about the increased anxiety he was experiencing.
He took the prescription medication he was prescribed.  I had accompanied him to see a clinical psychologist
and did not miss any appointments. I’d helped to arrive had also enrolled in a TAFE
course. Spent increasing time with him, listened, reassured, tried to get him
to come out places. He’d sometimes come to my partners for dinner, to the
cinema, cooked together, but other times said he was tired and just wanted to stay
home. It still wasn’t enough.
 
But it
is people who know better lying about statistics that angers me. I can’t change
this. I hate those who tried to big note themselves by making a horrible
situation worse. I really hate them! I miss my son. I want him back.
 
 
",Grief
"
I lost my father three months ago, he was diagnosed with bone, lung and liver cancer in December 2014. It was so unexpected to hear he was so unwell and it was so serious. I was away on holidays when he was diagnosed and given only two months left on this earth. He made my family promise not to say anything to me until I got home. This was the first news I heard when I came home, my dad was in hospital from the unbearable pain. I didn't know how to cope with the news and tried to pretend it wasn't happening. We brought dad home from hospital and got to spend my brother's birthday, Christmas, New Years and Australia Day as a family. These were the moments we all cherished and held onto so tightly. The two months we got were so full of life, dad always stayed positive and tried to make everyone laugh on a daily basis. Dad became more and more ill and eventually had to be admitted to hospital for pain management. On the day he passed we were expecting to bring him back home and he was so excited to be coming home. This was such a big shock for everyone as he was so bright the day before. I spent almost the entire day by his bedside and didn't want to leave him. It's been three long painful months and I still miss him everyday and expect him to walk through the door with a big smile on his face. It's been so difficult trying to deal with the grief and be able to talk about how I feel. I'm also at university in my third year of studies and my focus this semester is completely gone. I feel upset everyday and don't know what to do? I love and miss my dad so much! I'm only 21, he is going to miss out in so many life events :( 
",Grief
"
We all missed you today at your nephew's Naming Day.  But you live on in Deb, Dean, Shan,  Kiesh and Zay.  I hate when people think I should  be ""over it"" .   I will never be ""over"" losing you.  I just have to try to learn to live without you in my life, after 20 wonderful years. .  16 months on and I'm slowly getting there, but it still sucks.  I love you and miss you like crazy Pete.  You were too young to die.  You are ""Always on my Mind"".  Love you mate,  Ciao for now.        No need to respond.   Just needed to express how much my soul mate is loved and missed.    Love you Pete.  xxx
",Grief
"
Hello,
In 2012, I lost my Mum a week before school started to liver failure. I did not know what to do, I felt so overwhelmed and I did not want to go to school, however my Dad thought the support there would be good so I went. A month later, my good friend was in a terrible car accident and passed away. I couldn't go to school anymore. The thought of him not being in the classroom shattered me. I got really sick with anxiety and depression and didn't go to school much. Later that year my Grandpa passed away of a heart attack. 
I started to get better, things were starting to get on track. However at the end of last year, my step grandpa who had been my swimming coach for nine years passed away.
I am lost. I do not know what to do. I hate these feelings I have and I cannot let go of them. I miss them so much. Why does death take away the most beautiful people? They didn't need to die yet, they had so much more time to live. I don't understand. I hate getting close to people now, I am afraid they too will disappear on me. 
I miss them so much. 
",Grief
"
I lost my last remaining close family member almost a year ago. She was my rock, who loved me for everything that I was and everything that I wasn't, truly unconditional love. This has obviously been a massive jolt to my system, especially as I am the kind of person who people would not necessarily believe would suffer from a lack of self-esteem; I am outgoing, play lots of sports and have a job which requires me to be 'forthright'. However, lack of self-esteem I do sometimes have, and like all of those types of things, this is worse when I am under stress, tired, etc. To lose her lost me my final back-stop, the one person who had known me all my life and loved me without reserve.
I have friends, one of whom is amazing at putting things into perspective but she lives in the UK, has a family and with time-zone differences, I don't like to bother her too much. I have a couple of good friends here but they have busy lives also and I don't want to 'use-up' all their time.
I started my first same-sex relationship a few days before Wendy died (my first relationship in 15 years) and it has not been smooth sailing. She is a great person but we are very different and i can't tell if some of the problems between us are caused by my grief, by the differences between us or other factors.
I am afraid that I am staying in a relationship I am not suited to in order to have someone there, to compensate for my loss and am willing to put up with a damaging relationship to not be completely alone.
In the same vein but opposite side, I am afraid to let it go as we still seem to have something  special but are having what are normal relationship difficulties but i can't deal with them because I a) haven't ever really been in a 'proper' relationship and b) I'm a bit all over the place with grief.
I can't deny that we are very different, she is very scientific in her thinking and American and I am more spiritual, a feeling person and english by birth. But I am very scared of losing something special that just needs a bit of work and suffered from the trauma of my loss but at the same time I am also worried that my grief is being made worse by my possibly staying in a relationship that isn't good for me and is making my emotional instability worse; I really am in a quandry and trying to work it all out.
Thanks for this forum, it has helped just to 'say it out loud' so to speak.
",Grief
"
I've always known I was one of twins. My wee brother John died 24 hours old. My Dad was the only one to see him. We were born 12 weeks prem. There is no grave or marker for John. My Dad said he went up in smoke like comes out of a chimney. I've now found out theres no record for him either. No stillborn record looked. No birth certificate record looked. No death certificate record looked. My wee twin John who is part of me , been part of me all my life, who has lived with me. Never recorded? Is there no official paperwork for wee John. Are we the family the only ones who know. So that when we all die no one will know he was. I have no one to ask my parents are now dead . Him and I against the world and against and for each other. Funny but he and I have had a love and hate relationship all along. He's me and I'm him.
",Grief
"
My fiancée passed away unexpectedly a year ago... I am now struggling with having a purpose - I feel like the life I wanted and all our dreams disappeared with my love. Whilst I have friends and family around I am desperately lonely and can't really see a purpose anymore. I just feel lost - how do I pull myself back into life? Everything seems overwhelming and small tasks seem too big to tackle. Anyone who has been in a similar situation I would love to hear your advice.
",Grief
"
Ok, so I was wrong.
I was posting to another member the other day (it could well have been Alan) and saying that my Mum sadly left this world on 14th October 2014 and that next week (ie:  today) will be 6 months to the exact day.  I said that I would be no sadder on that day than I've been already.
But I was wrong.
I'm down, well I have been for a fair while now, but I'm down and it feels like the black dog has got hob-nailed boots on all four paws and he's booting me.
It'll pass I guess, but at the moment, things ain't good.
I try and focus on the good times, but for me, that doesn't work just yet.  Way too early.
 
 
",Grief
"
I lost my dad 18 November 2014. I have hurt every day since. 31, daddy's girl, married - facing losing my husband because of my grief. I can't even see that it's that bad, yeah I'm sad and just going say to day, but I can't even see the hurt I'm causing around me, or the spark that has gone from within myself.
i get upset, I get angry, it's unfair, I feel like lying in bed all day, I want to be alone... All of these things I think and feel. I have been told theres a two month waiting list for counselling in my area - great! I feel like I'm about to lose everything.... I supported my husband when he fell apart after dads death (anxiety and depression are his demons). So why am I left with the ""to do"" list?!
rant over - any and all advice welcome. 
",Grief
"
Just some words to describe today. Abhorrent;Atrocious;Awful;Disturbing;Dreadful;Extreme;Frightful;Harrowing;Dreaded;Unwelcome; Vile & Hideous.I'm sure I could keep going but what's the point? Why? What happened today?It was my brother's birthday today. He would have been 21. I still feel so incomplete about his passing.  I remember the night quite well. It's emblazoned into my brain for eternity and it haunts me all the time.This day, every year, is still so incredibly hard.  I can't remember a time when we celebrated that day as a family after he passed.  It is/was so hard. Too damn hard. If I set my mind loose about my brother, it is always brought back to the night that he died. I was 12. He was 6. I remember seeing this tiny child in my mother's arms, tubes and wires going everywhere.I didn't believe that he was going to die.He always pulled through everything.My brother, the fighter.I remember becoming concerned when I saw a Doctor talking to mum, the Doctor broke down in tears and I just knew this was the end. I ran to my brother and pleaded and pleaded with him not to go.Pleaded that I would be a better sister and that I would protect him more.I pleaded so hard, I even said prayers to God, even though it had been a very long time since I had come close to saying a prayer. I prayed and prayed and prayed. I watched them pull around the curtains. I frantically pleaded with my brother not to go, not to leave me.  I remember looking up at the monitors and looking at his heart rate.I remember the number 186 His little heart was beating 186 beats a minute.Then I saw the numbers  fall.We were losing him.I remember the nurse turning off all the monitors and alarms and left the bedside.I remember hysterically pleading with him to not go, that we had a lifetime of things to do together.I was beyond hysterical.What was I going to do with out him?. I remember seeing a lifeless little body, my brother was dead. This is why I don't do anything on my brother's birthday.  Every time I think of him, this is what I remember. I can't get it out of my head.  It's like it's burnt forever in my memory, those thoughts and memories aren't going anywhere.   It's too HARD to celebrate when this is what I think of when this time of year comes around. LIFE IS TOO HARD. LIFE IS UNFORGIVING. I DON'T KNOW WHAT TO DO. Why are you sad? I DON'T KNOW. What's wrong? I DON'T KNOW.  I JUST DON'T KNOW WHAT TO DO ANYMORE. I feel defeated. And hopeless. Why? I DON'T KNOW. I AM BROKEN.
",Grief
"
We found my mum passed away on Christmas Day 2014, cause still unknown. On top of it, my brother and I are looking after everything as mum was divorced a year before this after 35 years of marriage. I wish I got time to say a proper good bye, the shock has been intense. This is on top of various family issues.
 I want to try and make sure that everyone makes the most of time with their loved ones. This grief is unbelievable especially with the sudden and unexpected circumstances. There's a big hole in my life and I know it'll get better. I'm very fortunate to have beautiful friends and colleagues. I don't know how I'd have survived without these people.
One strange thing is, the very little information on grieving when this happens (direct contact) I'm still waiting nearly 3 months later for counselling via the coroners court, although I ended up sourcing out my own.
I now cry every time I see a news article on accidents, or sudden deaths, feeling for the family that weren't able to tell the deceased how they feel. I feel for those family members and friends so much.
",Grief
"
It's been 10 months since mum passed away, and it's getting harder instead of easier. I hate burdening family and friends with my grief when they are dealing with their own problems, but I need to vent and cry and scream and let it all out. I thought time made things better but it hasn't at all. Just want my mum back!
",Grief
"
Have started writing this a number of times now, and am not
sure where to start so I guess I’ll jump right in...
My parents passed away within 5 weeks of each other last
year.  Mum passed first, which came as quite
a shock, as although she had emphysema we had been told time and time again by
the specialists that she was not anywhere near end stage yet.  Dad had dementia, so we made the tough
decision not to tell him mum had passed as he was at long last settled in a
care home, and hadn’t known mum the last time she had visited.  We felt he had had a tough enough time and it
would only cause him unnecessary distress. 
But it would seem that after 50 plus years of marriage there are ties that
dementia cannot destroy as on the day of my mums funeral, my dad turned to one
of his carers and said “you know my wife is gone”.  From that moment, he moved quickly through
the end stages of dementia, stopped eating and drinking, and slowly slipped
away from us over the following weeks. 
The best thing we could do for him was to make sure he was not in any
pain and let him know it was ok to go, after years of mental torment it was
time for him to find peace.  I thought I
was ready for losing dad, I had mourned our relationship years ago, when he no
longer recognised me – although I still felt there was always an emotional
connection when I saw him.  I know now
you are never fully prepared.
I have good days and bad, and had actually felt I was doing
really well as this year started, but the last couple of days have been tough, I
have found myself exhausted and the tears have started flowing again...  It would have been their 53rd
wedding anniversary in the middle of Feb, and around this time last year was
the last time I spent any quality time with my mum – I’m an ex-pat so all my
family are overseas.  I have a great
doctor and have been for counselling and I know everything I’m experiencing is
a normal part of the grieving process.  I
also know how lucky I am to have had both my parents with me for so long.  I just needed an outlet today so hope it’s ok
to share on here, I’m sure I’m not the only one who is experiencing this sort
of situation so maybe it will help others to know they’re not alone.
",Grief
"
I just don't know what to do. I've been married for 2 years, together for 10, and now my husband says he's no longer in love with me. We have a 2 year old child and hubby is sleeping in another bed the past couple weeks. Yesterday he told me he's been happier since doing this. We've both seen a counsellor individually a couple times and hubby admits he's depressed. I'm pretty sure it's mostly based on relationship issues we've had for 3 years or so (I think I got depressed after my Dad died and then I possibly got postnatal depression too and somehow put up walls against intimacy, so barely any sex. He then felt rejected and now no longer loves me. We've been together since we were 18). It's just that I love him so very much and haven't shown it and now I'm scared it's too late. He's leaning towards separation and has even taken his wedding ring off. There was also a brief infidelity moment on his part, I guess because he felt so emotionally rejected himself. He says he isn't sure what he wants which is why he's still living with us, but the counsellor makes him question things but he's no longer sexually attracted to me either. He has mentioned not making any big decisions until he is sure but I feel so hopeless sometimes. I feel so rejected. We also work together. He has brought up such issues of splitting our belongingings and who should get what and seems to think too much water has passed under the bridge but is being plenty nice to me. I don't know how to deal with my pain. I really want us to try and work through this and love each other again (a long road I know), but he just seems genuinely like he's lost those feelings. Do I just give up? I feel like he's going to move out soon. I've tried to back off but have told him I'm there and I won't give up. But I'm gutted and just don't know what to do. I feel like giving up. He really is the love of my life. 
",Grief
"
I always think I am crazy, grieving for my Grandparents when they are still alive. Last night I cried myself to sleep because I do not want to lose my Grandma. Because of situations, my maternal Grandparents practically raised myself and my brothers. Their home was a safe haven; a happy place. Whether we were inside in the kitchen with Grandma or outside in the paddocks with Grandpa...those are my favourite memories. I haven't been particularly close to my own Mum because events made her very reserved and in her own little world. So when I needed someone to talk to (especially a female) I would go to my Grandma.I would talk to her about my struggles, my broken heart, dreams that I had. Grandma never passed judgment, only kindness and love. However, she was strong enough to correct me if she thought I needed it. She taught me everything that a young lady needs to know in life. The last couple years her memory has been getting rather bad. At first it was just little things, but now she can hardly put sentences together. It's like she knows what she wants to say, just doesn't know how to say them anymore. Apparently she is having lots of little strokes at the front of her brain which affects her thinking ability. It breaks my heart to see this beautiful woman slipping away. I have tried not to question and not to get angry at God but I can't help it. I honestly don't know how I am going to cope without her. She is my Grandma, my sister by heart, my angel and my best friend. I almost wish I didn't love so much because then it wouldn't hurt so. When I was little and they would go on holidays; I would go into total shut down mode. I would not eat or sleep, so in the end they would take me with them. All I know is that when they (my Grandparents) got to their eternal home; I want to go with them.
",Grief
"
Recently our family has undergone several deaths , my husbands grandfather, my stepfather and a close friend. I have over 20 years having had depression, and it has been diagnosed. I am finding lately i am continually worried about when my own time will be. I know that no one has the answer to when or how, and i understand it is nature, but i am so focussed on the fact that one day i wont be here and this is causing me so much grief and anxiety. I havea wonderful husband, and a three year old son, and the thought of not seeing them makes me have anxiety attacks. I am having morbid thoughts about it, and it is impacting my ability to enjoy life fully im focussed almost obsessing over it. I don't know if this is a phobia, my psychologist is on maternity leave so i am looking for a new one, and i don't want them to think im weird, finding someone i trust is really important to me. My own parents are aging, and the thought that one day i too will age, and die is so painful for me. What can I do? Are there any suggestions out there for how to help me deal with this continual worry? How can i get over these feelings?
",Grief
"
i have a huge heaviness in my heart these days. im 21 years old and have just found out my father has a very agressive cancer and has been told by doctors that they cannot cure him of cancer only help maintain  quality of life for as long as possible. i dont even know how to handle the emotions surrounding this issue. i live 4 hours away from him with my partner, whom ive been with for 4 years and starting to build a life with. my first instinct was wanting to go home to my family, but my dad does not want this and my partner cannot come with me if i chose to go. but my heart is tearing my in so many direction.
on a different note my partner is so unhappy. i have no idea what is going on im trying to be there and be understanding,and try to support his life plans for us, but i have so much sadness in my heart right now i dont know how to hold things together for the both of us its all becoming so hard and stressfull. and there seems so be no happiness in our lives right now and i really dont want everything to come crumbeling down :( please can anyone relate !
",Grief
"
my dog was hit by a car today. I feel like it was my fault because she jumped out the car window just after I had parked. She's never done that before. She died instantly. I was at my daughter's place. I made her go out to the road. I couldn't look. It was so terrible. We are all grieving her loss. I lost another dog a few years ago. I actually ran over him. I lost the plot and ended up in hospital. I just hope that this won't send me over again. All I can think is what if! Why did I put the window down? It's terrible. She was my husband's little girl. I'm just feeling so terrible. My heart is aching for everyone and a dear sweet little dog who shouldn't have died like that.
",Grief
"
My partner and I recently lost our bubba at 15 weeks pregnant.  The grief of this has torn us apart after nearly three years together. We are in our late teens/early twenties, which complicates it further being young. I have both diagnosed anxiety and depression prior to this event. I strongly suspect my partner has both too but I can't support him in a way that can convince him to get any help and I am very concerned as he has spoken openly of sucide. 
I have reached breaking point with this and other stresses in my life.
I guess im just hoping someone who has been through something similar might have some advice to offer.
Thanks either way
beyondblue's clinically-trained moderators often work offline (invisible to you) on issues relating to suicide or self-harm. At the same time, general supportive comments from the community are encouraged. If you have concerns around suicide or self-harm, please phone our support service on 1300 22 4636.

",Grief
"
Hi There,On Saturday I had the police turn up at my work to inform me that my Nan had died.  This all comes at a time where my psychologist had started lengthening the time between our appointments because she thought I was doing so well and was well on my way to recovery since ahuge depression/anxiety bout last year. My doctor also impressed with my improvement said she would look at reducing my antidepressants with the view of weaning off them all together later on in the year if I kept doing well. I also decided to leave the comfort of my salary job to go to TAFE to study this year which was a huge step for me. Now, I feel like I'm not doing well with the grief. I can't cry but yet my emotions are on the boiling point. I'm sleeping but it feels like I haven't slept at all. I'm even falling asleep at my desk or even on the floor of the bathroom at work today. I'm constantly exhausted and everything is an effort. Its a huge effort to get out of bed in the morning and my partner forces me to get up. I don't want to slip back to where I was. I saw my psychologist yesterday to help but we could only cover so much. I see her again next week. She said that these things are normal signs of grief and just to go back to basics to get through this hard time. Does anyone have any tips on how to deal with grief, how not to slip back into the dark cloud of anxiety and depression (especially since mine was based on separation and bad things happening to those I love). I just can't get the horrible picture of my Nan dying scared and alone out of my head and its even haunting my dreams :( 
",Grief
